"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__SMA #1","__SMA #2","__SMA #3","__Stop Loss %","__OverBought","__OverSold","__Volume MA","__Num dev","__Source","comment"
121841.8,406.14,121841.8,406.14,0,0,135574.55,451.92,135574.55,451.92,0,0,13732.75,45.78,13732.75,45.78,0,0,134733.6,83.65,8380.65,14.4,466631.2,1555.44,0.052,1.872,9.872,9.872,"N/A",35,35,0,6863.9,4.52,0,0,0,28,28,0,1,1,0,7,7,0,21,21,0,25,25,"N/A",4351.49,14.54,4351.49,14.54,"N/A",19367.79,64.67,19367.79,64.67,"N/A",653.94,2.17,653.94,2.17,"N/A",29.617,29.617,"N/A",82499.9,278.48,82499.9,278.48,"N/A",2811.9,10.55,2811.9,10.55,"N/A",168,168,0,478,478,0,65,65,0,0,0,0,50,90,370,0.01,140,40,14,3.5,"close","All parameters are changed randomly"
33933.25,113.11,33933.25,113.11,0,0,119583.35,398.61,119583.35,398.61,0,0,85650.1,285.5,85650.1,285.5,0,0,37795.2,56.89,18111.25,37.43,448318.8,1494.4,0.038,0.069,1.396,1.396,"N/A",34,34,0,-223.4,-0.35,0,0,0,142,142,0,1,1,0,47,47,0,53,53,0,33.1,33.1,"N/A",238.97,0.89,238.97,0.89,"N/A",2544.33,8.66,2544.33,8.66,"N/A",1616.04,5.31,1616.04,5.31,"N/A",1.574,1.574,"N/A",13082.4,48.39,13082.4,48.39,"N/A",5646.3,18.87,5646.3,18.87,"N/A",19,19,0,37,37,0,18,18,0,0,0,0,10,98,130,0.1,57,20,12,0.8,"close","All parameters are changed randomly"
51148.8,170.5,51148.8,170.5,0,0,103417.05,344.72,103417.05,344.72,0,0,52268.25,174.23,52268.25,174.23,0,0,54912.85,66.13,13489.05,32.46,501258,1670.86,0.062,0.131,1.979,1.979,"N/A",36,36,0,82.2,0.1,0,0,0,132,132,0,1,1,0,35,35,0,53,53,0,26.52,26.52,"N/A",387.49,1.25,387.49,1.25,"N/A",2954.77,9.65,2954.77,9.65,"N/A",986.19,3.26,986.19,3.26,"N/A",2.996,2.996,"N/A",11724.4,37.42,11724.4,37.42,"N/A",4688.25,15.84,4688.25,15.84,"N/A",17,17,0,38,38,0,17,17,0,0,0,0,18,58,310,0.05,57,50,10,3.6,"close","All parameters are changed randomly"
50509.25,168.36,50509.25,168.36,0,0,146594.85,488.65,146594.85,488.65,0,0,96085.6,320.29,96085.6,320.29,0,0,51515.05,63.2,14672.4,28.75,501258,1670.86,0.055,0.099,1.526,1.526,"N/A",37,37,0,693.5,0.86,0,0,0,141,141,0,1,1,0,62,62,0,70,70,0,43.97,43.97,"N/A",358.22,1.19,358.22,1.19,"N/A",2364.43,7.89,2364.43,7.89,"N/A",1372.65,4.59,1372.65,4.59,"N/A",1.723,1.723,"N/A",13589.8,43.92,13589.8,43.92,"N/A",5399.6,18.56,5399.6,18.56,"N/A",21,21,0,31,31,0,15,15,0,0,0,0,30,90,100,0.05,112,50,12,0.9,"close","All parameters are changed randomly"
99206.2,330.69,99206.2,330.69,0,0,146883.9,489.61,146883.9,489.61,0,0,47677.7,158.93,47677.7,158.93,0,0,106478.8,78.29,14140.5,17.17,483789.6,1612.63,0.074,0.454,3.081,3.081,"N/A",35,35,0,0,0,0,0,0,102,102,0,0,0,0,27,27,0,74,74,0,26.47,26.47,"N/A",972.61,3.34,972.61,3.34,"N/A",5440.14,18.44,5440.14,18.44,"N/A",644.29,2.13,644.29,2.13,"N/A",8.444,8.444,"N/A",46126.3,162.25,46126.3,162.25,"N/A",3888.5,13.08,3888.5,13.08,"N/A",29,29,0,90,90,0,7,7,0,0,0,0,50,50,100,0.01,46,35,4,2.7,"close","All parameters are changed randomly"
131613.35,438.71,131613.35,438.71,0,0,186730.05,622.43,186730.05,622.43,0,0,55116.7,183.72,55116.7,183.72,0,0,134144.55,81.72,14379.35,15.59,501258,1670.86,0.139,0.393,3.388,3.388,"N/A",36,36,0,1439.5,0.89,0,0,0,96,96,0,1,1,0,55,55,0,36,36,0,57.29,57.29,"N/A",1370.97,4.54,1370.97,4.54,"N/A",3395.09,11.22,3395.09,11.22,"N/A",1531.02,5.05,1531.02,5.05,"N/A",2.218,2.218,"N/A",19194.2,61.26,19194.2,61.26,"N/A",2265,6.41,2265,6.41,"N/A",34,34,0,43,43,0,25,25,0,0,0,0,38,58,160,0.06,46,25,10,1.5,"close","All parameters are changed randomly"
32286.55,107.62,32286.55,107.62,0,0,102027.75,340.09,102027.75,340.09,0,0,69741.2,232.47,69741.2,232.47,0,0,37675.3,55.67,17322.2,26.98,466631.2,1555.44,0.035,0.072,1.463,1.463,"N/A",35,35,0,-652.6,-1.05,0,0,0,102,102,0,1,1,0,25,25,0,60,60,0,24.51,24.51,"N/A",316.53,1.13,316.53,1.13,"N/A",4081.11,13.76,4081.11,13.76,"N/A",1162.35,3.81,1162.35,3.81,"N/A",3.511,3.511,"N/A",16815,62.2,16815,62.2,"N/A",6363.6,21.4,6363.6,21.4,"N/A",21,21,0,47,47,0,15,15,0,0,0,0,46,98,160,0.02,57,20,15,2.2,"close","All parameters are changed randomly"
28549.75,95.17,28549.75,95.17,0,0,102347.4,341.16,102347.4,341.16,0,0,73797.65,245.99,73797.65,245.99,0,0,40551.55,68.54,17181.85,49.29,501258,1670.86,0.036,0.066,1.387,1.387,"N/A",35,35,0,0,0,0,0,0,109,109,0,0,0,0,29,29,0,54,54,0,26.61,26.61,"N/A",261.92,0.89,261.92,0.89,"N/A",3529.22,11.73,3529.22,11.73,"N/A",1366.62,4.5,1366.62,4.5,"N/A",2.582,2.582,"N/A",12114,39.15,12114,39.15,"N/A",5791.8,19.17,5791.8,19.17,"N/A",21,21,0,41,41,0,21,21,0,0,0,0,34,50,160,0.05,57,15,14,2.2,"close","All parameters are changed randomly"
68718,229.06,68718,229.06,0,0,160485.4,534.95,160485.4,534.95,0,0,91767.4,305.89,91767.4,305.89,0,0,69391.6,69.82,16119.7,28.07,519711.9,1732.37,0.064,0.172,1.749,1.749,"N/A",35,35,0,82.2,0.08,0,0,0,164,164,0,1,1,0,58,58,0,89,89,0,35.37,35.37,"N/A",419.01,1.43,419.01,1.43,"N/A",2766.99,9.3,2766.99,9.3,"N/A",1031.09,3.43,1031.09,3.43,"N/A",2.684,2.684,"N/A",24788.4,91.7,24788.4,91.7,"N/A",4083.9,12.83,4083.9,12.83,"N/A",16,16,0,26,26,0,13,13,0,0,0,0,22,50,220,0.04,79,55,11,0.5,"close","All parameters are changed randomly"
122415.25,408.05,122415.25,408.05,0,0,157410.45,524.7,157410.45,524.7,0,0,34995.2,116.65,34995.2,116.65,0,0,172268.05,86.19,10410.2,24,501258,1670.86,0.072,0.664,4.498,4.498,"N/A",35,35,0,42732.8,28.04,0,0,0,25,25,0,1,1,0,9,9,0,16,16,0,36,36,"N/A",4896.61,17.22,4896.61,17.22,"N/A",17490.05,60.77,17490.05,60.77,"N/A",2187.2,7.28,2187.2,7.28,"N/A",7.997,7.997,"N/A",65707.7,224.84,65707.7,224.84,"N/A",2651.4,8.71,2651.4,8.71,"N/A",150,150,0,265,265,0,85,85,0,0,0,0,38,90,280,0.08,112,45,5,2.8,"close","All parameters are changed randomly"
85411.2,284.7,85411.2,284.7,0,0,158194.5,527.31,158194.5,527.31,0,0,72783.3,242.61,72783.3,242.61,0,0,86075.7,74.15,11907.8,17.32,519711.9,1732.37,0.083,0.259,2.173,2.173,"N/A",37,37,0,0,0,0,0,0,145,145,0,0,0,0,54,54,0,83,83,0,37.24,37.24,"N/A",589.04,2.04,589.04,2.04,"N/A",2929.53,9.94,2929.53,9.94,"N/A",876.91,2.9,876.91,2.9,"N/A",3.341,3.341,"N/A",24788.4,91.7,24788.4,91.7,"N/A",2968.3,8.56,2968.3,8.56,"N/A",17,17,0,27,27,0,13,13,0,0,0,0,46,98,220,0.03,101,40,8,0.5,"close","All parameters are changed randomly"
160422.9,534.74,160422.9,534.74,0,0,179463.6,598.21,179463.6,598.21,0,0,19040.7,63.47,19040.7,63.47,0,0,166878.2,86.72,7104.05,22.37,501258,1670.86,0.063,0.989,9.425,9.425,"N/A",35,35,0,-130.4,-0.07,0,0,0,31,31,0,1,1,0,10,10,0,21,21,0,32.26,32.26,"N/A",5174.93,17.02,5174.93,17.02,"N/A",17946.36,59.08,17946.36,59.08,"N/A",906.7,3.01,906.7,3.01,"N/A",19.793,19.793,"N/A",79756,259.45,79756,259.45,"N/A",4419,15.33,4419,15.33,"N/A",173,173,0,444,444,0,44,44,0,0,0,0,30,82,280,0.01,140,55,14,3.6,"close","All parameters are changed randomly"
80876.2,269.59,80876.2,269.59,0,0,142718.5,475.73,142718.5,475.73,0,0,61842.3,206.14,61842.3,206.14,0,0,81524.3,73.1,13448.25,26.81,448318.8,1494.4,0.073,0.241,2.308,2.308,"N/A",35,35,0,82.2,0.07,0,0,0,123,123,0,1,1,0,50,50,0,64,64,0,40.65,40.65,"N/A",657.53,2.27,657.53,2.27,"N/A",2854.37,9.72,2854.37,9.72,"N/A",966.29,3.24,966.29,3.24,"N/A",2.954,2.954,"N/A",29131.2,107.76,29131.2,107.76,"N/A",3496.8,12.02,3496.8,12.02,"N/A",25,25,0,41,41,0,16,16,0,0,0,0,14,100,310,0.04,79,40,11,1.2,"close","All parameters are changed randomly"
94033.6,313.45,94033.6,313.45,0,0,161800.5,539.34,161800.5,539.34,0,0,67766.9,225.89,67766.9,225.89,0,0,94691.9,75.94,11907.8,16.03,519711.9,1732.37,0.095,0.267,2.388,2.388,"N/A",37,37,0,346,0.28,0,0,0,153,153,0,1,1,0,57,57,0,83,83,0,37.25,37.25,"N/A",614.6,2.05,614.6,2.05,"N/A",2838.61,9.47,2838.61,9.47,"N/A",816.47,2.73,816.47,2.73,"N/A",3.477,3.477,"N/A",17626.4,59,17626.4,59,"N/A",1827.1,6.24,1827.1,6.24,"N/A",16,16,0,28,28,0,11,11,0,0,0,0,42,58,220,0.03,68,50,10,0.6,"close","All parameters are changed randomly"
82472.4,274.91,82472.4,274.91,0,0,156721.2,522.4,156721.2,522.4,0,0,74248.8,247.5,74248.8,247.5,0,0,93668.15,79.13,17259.7,41.51,484373.95,1614.58,0.079,0.172,2.111,2.111,"N/A",36,36,0,-828.9,-0.74,0,0,0,105,105,0,1,1,0,53,53,0,45,45,0,50.48,50.48,"N/A",785.45,2.6,785.45,2.6,"N/A",2957,9.83,2957,9.83,"N/A",1649.97,5.52,1649.97,5.52,"N/A",1.792,1.792,"N/A",20110.2,64.19,20110.2,64.19,"N/A",4688.25,15.84,4688.25,15.84,"N/A",34,34,0,47,47,0,24,24,0,0,0,0,18,66,250,0.08,134,55,4,1.5,"close","All parameters are changed randomly"
73458.65,244.86,73458.65,244.86,0,0,128056.25,426.85,128056.25,426.85,0,0,54597.6,181.99,54597.6,181.99,0,0,75140.35,71.47,15179.6,32.59,501258,1670.86,0.07,0.175,2.345,2.345,"N/A",37,37,0,-130.4,-0.13,0,0,0,113,113,0,1,1,0,50,50,0,50,50,0,44.25,44.25,"N/A",650.08,2.14,650.08,2.14,"N/A",2561.12,8.48,2561.12,8.48,"N/A",1091.95,3.64,1091.95,3.64,"N/A",2.345,2.345,"N/A",21331.2,71.4,21331.2,71.4,"N/A",3989.5,11.51,3989.5,11.51,"N/A",22,22,0,34,34,0,15,15,0,0,0,0,30,50,310,0.05,123,50,16,0.9,"close","All parameters are changed randomly"
232156.8,773.86,232156.8,773.86,0,0,244361.4,814.54,244361.4,814.54,0,0,12204.6,40.68,12204.6,40.68,0,0,236656.45,89.58,6584.75,17.11,501258,1670.86,0.054,4.221,20.022,20.022,"N/A",35,35,0,-130.4,-0.05,0,0,0,24,24,0,1,1,0,8,8,0,16,16,0,33.33,33.33,"N/A",9673.2,32.81,9673.2,32.81,"N/A",30545.18,103.5,30545.18,103.5,"N/A",762.79,2.54,762.79,2.54,"N/A",40.044,40.044,"N/A",153135.5,523.71,153135.5,523.71,"N/A",4419,15.33,4419,15.33,"N/A",244,244,0,632,632,0,50,50,0,0,0,0,30,74,190,0.01,101,35,15,3.3,"close","All parameters are changed randomly"
111526.2,371.75,111526.2,371.75,0,0,161241.95,537.47,161241.95,537.47,0,0,49715.75,165.72,49715.75,165.72,0,0,119677.7,79.96,13283.8,25.38,466631.2,1555.44,0.079,0.352,3.243,3.243,"N/A",36,36,0,5790,4.09,0,0,0,39,39,0,1,1,0,20,20,0,18,18,0,51.28,51.28,"N/A",2859.65,9.82,2859.65,9.82,"N/A",8062.1,27.33,8062.1,27.33,"N/A",2761.99,9.09,2761.99,9.09,"N/A",2.919,2.919,"N/A",43782.6,161.96,43782.6,161.96,"N/A",7255.3,24.24,7255.3,24.24,"N/A",102,102,0,154,154,0,50,50,0,0,0,0,46,100,400,0.08,101,20,14,2.2,"close","All parameters are changed randomly"
147730.7,492.44,147730.7,492.44,0,0,171972.75,573.24,171972.75,573.24,0,0,24242.05,80.81,24242.05,80.81,0,0,198699.95,89.37,11431.2,22.5,501258,1670.86,0.052,1.959,7.094,7.094,"N/A",35,35,0,39886.8,22.44,0,0,0,31,31,0,1,1,0,6,6,0,25,25,0,19.35,19.35,"N/A",4765.51,15.82,4765.51,15.82,"N/A",28662.13,94.99,28662.13,94.99,"N/A",969.68,3.18,969.68,3.18,"N/A",29.558,29.558,"N/A",152755.6,506.07,152755.6,506.07,"N/A",3147,10.55,3147,10.55,"N/A",148,148,0,444,444,0,76,76,0,0,0,0,38,100,340,0.01,46,50,7,4,"close","All parameters are changed randomly"
139062.45,463.54,139062.45,463.54,0,0,197910.85,659.7,197910.85,659.7,0,0,58848.4,196.16,58848.4,196.16,0,0,141083.25,82.46,14351.8,20.97,501258,1670.86,0.1,0.375,3.363,3.363,"N/A",35,35,0,82.2,0.05,0,0,0,51,51,0,1,1,0,25,25,0,26,26,0,49.02,49.02,"N/A",2726.71,9.12,2726.71,9.12,"N/A",7916.43,26.47,7916.43,26.47,"N/A",2263.4,7.57,2263.4,7.57,"N/A",3.498,3.498,"N/A",34344.05,112.2,34344.05,112.2,"N/A",7410.4,24.95,7410.4,24.95,"N/A",100,100,0,159,159,0,43,43,0,0,0,0,26,90,130,0.07,101,50,8,2.5,"close","All parameters are changed randomly"
93299.7,311,93299.7,311,0,0,167993.15,559.98,167993.15,559.98,0,0,74693.45,248.98,74693.45,248.98,0,0,100645.4,81.26,14681,39.13,448318.8,1494.4,0.073,0.173,2.249,2.249,"N/A",36,36,0,-1104.5,-0.9,0,0,0,99,99,0,1,1,0,51,51,0,39,39,0,51.52,51.52,"N/A",942.42,3.11,942.42,3.11,"N/A",3293.98,11.04,3293.98,11.04,"N/A",1915.22,6.53,1915.22,6.53,"N/A",1.72,1.72,"N/A",37877.4,126.78,37877.4,126.78,"N/A",6024.8,24.85,6024.8,24.85,"N/A",38,38,0,54,54,0,27,27,0,0,0,0,10,50,400,0.09,123,50,9,1.7,"close","All parameters are changed randomly"
126925.6,423.09,126925.6,423.09,0,0,167991.75,559.97,167991.75,559.97,0,0,41066.15,136.89,41066.15,136.89,0,0,171646.6,85.17,13190.5,28.46,501258,1670.86,0.074,0.497,4.091,4.091,"N/A",35,35,0,39886.8,25.42,0,0,0,28,28,0,1,1,0,11,11,0,17,17,0,39.29,39.29,"N/A",4533.06,15.75,4533.06,15.75,"N/A",15271.98,52.55,15271.98,52.55,"N/A",2415.66,8.07,2415.66,8.07,"N/A",6.322,6.322,"N/A",65329.6,220.69,65329.6,220.69,"N/A",7561.25,25.25,7561.25,25.25,"N/A",172,172,0,316,316,0,79,79,0,0,0,0,42,100,250,0.05,79,40,5,2.9,"close","All parameters are changed randomly"
82904.6,276.35,82904.6,276.35,0,0,132907.35,443.02,132907.35,443.02,0,0,50002.75,166.68,50002.75,166.68,0,0,85306.5,73.98,17010.7,26.91,483789.6,1612.63,0.059,0.271,2.658,2.658,"N/A",37,37,0,346,0.31,0,0,0,91,91,0,1,1,0,25,25,0,61,61,0,27.47,27.47,"N/A",911.04,3.14,911.04,3.14,"N/A",5316.29,18.28,5316.29,18.28,"N/A",819.72,2.8,819.72,2.8,"N/A",6.486,6.486,"N/A",46880.4,173.42,46880.4,173.42,"N/A",6133.9,25.19,6133.9,25.19,"N/A",32,32,0,77,77,0,17,17,0,0,0,0,46,90,400,0.01,79,40,9,1.7,"close","All parameters are changed randomly"
78100,260.33,78100,260.33,0,0,141108.2,470.36,141108.2,470.36,0,0,63008.2,210.03,63008.2,210.03,0,0,93297.45,79.51,15485.4,44.08,483789.6,1612.63,0.068,0.202,2.24,2.24,"N/A",35,35,0,0,0,0,0,0,62,62,0,0,0,0,29,29,0,32,32,0,46.77,46.77,"N/A",1259.68,4.18,1259.68,4.18,"N/A",4865.8,16.07,4865.8,16.07,"N/A",1969.01,6.47,1969.01,6.47,"N/A",2.471,2.471,"N/A",25267.55,82.12,25267.55,82.12,"N/A",4621.6,15.56,4621.6,15.56,"N/A",59,59,0,83,83,0,38,38,0,0,0,0,46,50,220,0.08,101,30,8,2.4,"close","All parameters are changed randomly"
72224.85,240.75,72224.85,240.75,0,0,135760,452.53,135760,452.53,0,0,63535.15,211.78,63535.15,211.78,0,0,73094.95,70.9,19330.6,35.03,501258,1670.86,0.07,0.158,2.137,2.137,"N/A",35,35,0,557.8,0.55,0,0,0,98,98,0,1,1,0,51,51,0,35,35,0,52.04,52.04,"N/A",736.99,2.44,736.99,2.44,"N/A",2661.96,8.84,2661.96,8.84,"N/A",1815.29,6.07,1815.29,6.07,"N/A",1.466,1.466,"N/A",21095.25,70.61,21095.25,70.61,"N/A",5143.6,17.68,5143.6,17.68,"N/A",30,30,0,38,38,0,30,30,0,0,0,0,30,74,280,0.1,101,25,8,1.2,"close","All parameters are changed randomly"
54716.25,182.39,54716.25,182.39,0,0,104004.9,346.68,104004.9,346.68,0,0,49288.65,164.3,49288.65,164.3,0,0,60999.6,69.83,18070.8,27.58,466631.2,1555.44,0.062,0.128,2.11,2.11,"N/A",37,37,0,-755.8,-0.89,0,0,0,65,65,0,1,1,0,37,37,0,26,26,0,56.92,56.92,"N/A",841.79,2.82,841.79,2.82,"N/A",2810.94,9.35,2810.94,9.35,"N/A",1895.72,6.26,1895.72,6.26,"N/A",1.483,1.483,"N/A",19187.2,59.49,19187.2,59.49,"N/A",3680.1,11.87,3680.1,11.87,"N/A",41,41,0,54,54,0,27,27,0,0,0,0,50,58,340,0.1,35,55,12,1.6,"close","All parameters are changed randomly"
138265.85,460.89,138265.85,460.89,0,0,183333.35,611.11,183333.35,611.11,0,0,45067.5,150.23,45067.5,150.23,0,0,140364.1,82.43,14952.45,26.79,501258,1670.86,0.099,0.37,4.068,4.068,"N/A",36,36,0,82.2,0.05,0,0,0,97,97,0,1,1,0,31,31,0,64,64,0,31.96,31.96,"N/A",1425.42,4.83,1425.42,4.83,"N/A",5913.98,19.94,5913.98,19.94,"N/A",704.18,2.33,704.18,2.33,"N/A",8.398,8.398,"N/A",27270,100.88,27270,100.88,"N/A",4373.6,14.57,4373.6,14.57,"N/A",43,43,0,89,89,0,22,22,0,0,0,0,18,90,310,0.01,68,55,12,2.1,"close","All parameters are changed randomly"
105815.7,352.72,105815.7,352.72,0,0,167299.7,557.67,167299.7,557.67,0,0,61484,204.95,61484,204.95,0,0,114938.2,79.3,16485.3,28.4,501258,1670.86,0.077,0.344,2.721,2.721,"N/A",36,36,0,6761,4.98,0,0,0,61,61,0,1,1,0,22,22,0,35,35,0,36.07,36.07,"N/A",1734.68,6.11,1734.68,6.11,"N/A",7604.53,26.1,7604.53,26.1,"N/A",1756.69,5.75,1756.69,5.75,"N/A",4.329,4.329,"N/A",42510,157.25,42510,157.25,"N/A",5104.8,17.19,5104.8,17.19,"N/A",63,63,0,113,113,0,40,40,0,0,0,0,34,98,310,0.04,112,30,14,2.1,"close","All parameters are changed randomly"
174958.15,583.19,174958.15,583.19,0,0,214194.2,713.98,214194.2,713.98,0,0,39236.05,130.79,39236.05,130.79,0,0,187694.9,89.89,19317.85,37.81,448318.8,1494.4,0.074,0.526,5.459,5.459,"N/A",35,35,0,-223.4,-0.11,0,0,0,34,34,0,1,1,0,16,16,0,18,18,0,47.06,47.06,"N/A",5145.83,17.03,5145.83,17.03,"N/A",13387.14,44.29,13387.14,44.29,"N/A",2179.78,7.19,2179.78,7.19,"N/A",6.142,6.142,"N/A",83635,280.92,83635,280.92,"N/A",10522.75,35.38,10522.75,35.38,"N/A",168,168,0,251,251,0,95,95,0,0,0,0,10,66,220,0.06,90,35,9,3.9,"close","All parameters are changed randomly"
160190.3,533.97,160190.3,533.97,0,0,209907.35,699.69,209907.35,699.69,0,0,49717.05,165.72,49717.05,165.72,0,0,175989.45,91.08,21515.5,59.62,448318.8,1494.4,0.066,0.51,4.222,4.222,"N/A",35,35,0,0,0,0,0,0,54,54,0,0,0,0,18,18,0,36,36,0,33.33,33.33,"N/A",2966.49,9.89,2966.49,9.89,"N/A",11661.52,38.78,11661.52,38.78,"N/A",1381.03,4.55,1381.03,4.55,"N/A",8.444,8.444,"N/A",79006,265.37,79006,265.37,"N/A",11656.4,39.19,11656.4,39.19,"N/A",102,102,0,201,201,0,52,52,0,0,0,0,10,66,190,0.02,79,25,6,3.5,"close","All parameters are changed randomly"
121910.2,406.37,121910.2,406.37,0,0,171242.15,570.81,171242.15,570.81,0,0,49331.95,164.44,49331.95,164.44,0,0,130061.7,81.26,13727.4,30.56,501258,1670.86,0.086,0.316,3.471,3.471,"N/A",36,36,0,5790,3.81,0,0,0,46,46,0,1,1,0,21,21,0,25,25,0,45.65,45.65,"N/A",2650.22,9.12,2650.22,9.12,"N/A",8154.39,27.8,8154.39,27.8,"N/A",1973.28,6.57,1973.28,6.57,"N/A",4.132,4.132,"N/A",42510,157.25,42510,157.25,"N/A",6004.7,20.13,6004.7,20.13,"N/A",92,92,0,152,152,0,41,41,0,0,0,0,42,90,280,0.06,35,40,6,2.2,"close","All parameters are changed randomly"
50470.7,168.24,50470.7,168.24,0,0,96928.4,323.09,96928.4,323.09,0,0,46457.7,154.86,46457.7,154.86,0,0,58226.45,67.12,11149.85,24.46,501258,1670.86,0.065,0.15,2.086,2.086,"N/A",35,35,0,346,0.43,0,0,0,85,85,0,1,1,0,29,29,0,36,36,0,34.12,34.12,"N/A",593.77,1.95,593.77,1.95,"N/A",3342.36,11.08,3342.36,11.08,"N/A",1290.49,4.31,1290.49,4.31,"N/A",2.59,2.59,"N/A",11724.4,37.42,11724.4,37.42,"N/A",6024.8,24.85,6024.8,24.85,"N/A",24,24,0,37,37,0,26,26,0,0,0,0,42,82,400,0.05,57,35,9,2.6,"close","All parameters are changed randomly"
34063.4,113.54,34063.4,113.54,0,0,100855.35,336.18,100855.35,336.18,0,0,66791.95,222.64,66791.95,222.64,0,0,45448.45,62.25,16558.5,37.86,501258,1670.86,0.037,0.08,1.51,1.51,"N/A",36,36,0,143.9,0.22,0,0,0,122,122,0,1,1,0,30,30,0,55,55,0,24.59,24.59,"N/A",279.21,0.94,279.21,0.94,"N/A",3361.85,11.12,3361.85,11.12,"N/A",1214.4,3.98,1214.4,3.98,"N/A",2.768,2.768,"N/A",12114,39.15,12114,39.15,"N/A",4895.35,15.97,4895.35,15.97,"N/A",19,19,0,41,41,0,20,20,0,0,0,0,22,58,130,0.04,57,55,11,3.1,"close","All parameters are changed randomly"
29080.15,96.93,29080.15,96.93,0,0,100908.3,336.36,100908.3,336.36,0,0,71828.15,239.43,71828.15,239.43,0,0,43409.55,64.7,21731.95,47.86,501258,1670.86,0.031,0.074,1.405,1.405,"N/A",36,36,0,-652.6,-1.1,0,0,0,101,101,0,1,1,0,25,25,0,49,49,0,24.75,24.75,"N/A",287.92,1.04,287.92,1.04,"N/A",4036.33,13.66,4036.33,13.66,"N/A",1465.88,4.82,1465.88,4.82,"N/A",2.754,2.754,"N/A",16815,62.2,16815,62.2,"N/A",6351,21.68,6351,21.68,"N/A",25,25,0,51,51,0,24,24,0,0,0,0,34,98,220,0.05,46,20,7,2.2,"close","All parameters are changed randomly"
113869.4,379.56,113869.4,379.56,0,0,152017.05,506.72,152017.05,506.72,0,0,38147.65,127.16,38147.65,127.16,0,0,114029.3,79.17,9615.65,20.09,501258,1670.86,0.095,0.378,3.985,3.985,"N/A",37,37,0,-828.9,-0.58,0,0,0,91,91,0,1,1,0,41,41,0,44,44,0,45.05,45.05,"N/A",1251.31,4.13,1251.31,4.13,"N/A",3707.73,12.26,3707.73,12.26,"N/A",866.99,2.88,866.99,2.88,"N/A",4.277,4.277,"N/A",35552.55,116.41,35552.55,116.41,"N/A",3079.35,10.19,3079.35,10.19,"N/A",34,34,0,60,60,0,15,15,0,0,0,0,38,66,400,0.03,90,55,13,1.6,"close","All parameters are changed randomly"
81305.1,271.02,81305.1,271.02,0,0,141808.2,472.69,141808.2,472.69,0,0,60503.1,201.68,60503.1,201.68,0,0,82737,73.39,16937.95,27.22,448318.8,1494.4,0.08,0.201,2.344,2.344,"N/A",37,37,0,82.2,0.07,0,0,0,134,134,0,1,1,0,58,58,0,57,57,0,43.28,43.28,"N/A",606.75,2.01,606.75,2.01,"N/A",2444.97,8.16,2444.97,8.16,"N/A",1061.46,3.58,1061.46,3.58,"N/A",2.303,2.303,"N/A",21331.2,71.4,21331.2,71.4,"N/A",4542.8,15.62,4542.8,15.62,"N/A",21,21,0,36,36,0,13,13,0,0,0,0,14,74,310,0.05,134,25,10,0.9,"close","All parameters are changed randomly"
